gid,lbl,val,lon,lat,����ȸ����,�ְ�����
마라2280,"64.00",64.0000000000000000000000000000000,128.8442372000,35.1122239300,0.000000000000000,29.000000000000000
마라4376,"12551.00",12551.0000000000000000000000000000000,129.0739131000,35.0733944300,0.000000000000000,717.000000000000000
마라3373,"10140.00",10140.0000000000000000000000000000000,128.9637829000,35.0477249000,0.000000000000000,16.000000000000000
마라3689,"8691.00",8691.0000000000000000000000000000000,128.9993078000,35.1915503700,0.000000000000000,64.000000000000000
마라4779,"8225.00",8225.0000000000000000000000000000000,129.1183041000,35.0998583400,0.000000000000000,11.000000000000000
마마5205,"2572.00",2572.0000000000000000000000000000000,129.1779584000,35.3334583600,0.000000000000000,99.000000000000000
마라5492,"78.00",78.0000000000000000000000000000000,129.1975087000,35.2159812200,0.000000000000000,88.000000000000000
마마4800,N/A,0.0000000000000000000000000000000,129.1330562000,35.2889946500,0.000000000000000,0.000000000000000
마라3587,"14773.00",14773.0000000000000000000000000000000,128.9879984000,35.1736576100,0.000000000000000,1047.000000000000000
마라4698,"97.00",97.0000000000000000000000000000000,129.1107129000,35.2712626600,0.000000000000000,57.000000000000000
마라4687,"18920.00",18920.0000000000000000000000000000000,129.1087546000,35.1721137000,0.000000000000000,2355.000000000000000
마마5101,"24.00",24.0000000000000000000000000000000,129.1662197000,35.2975579800,0.000000000000000,5.000000000000000
마라5694,"3014.00",3014.0000000000000000000000000000000,129.2198546000,35.2336972300,0.000000000000000,387.000000000000000
마라5290,"21.00",21.0000000000000000000000000000000,129.1751725000,35.1982607600,0.000000000000000,0.000000000000000
마라5193,"7969.00",7969.0000000000000000000000000000000,129.1647440000,35.2254521300,0.000000000000000,74.000000000000000
마라3574,"14.00",14.0000000000000017763568394002505,128.9858690000,35.0564726800,0.000000000000000,1.000000000000000
마라3384,"10.00",9.9999999999999982236431605997495,128.9655566000,35.1468826600,0.000000000000000,0.000000000000000
마라1971,"134.00",134.0000000000000000000000000000000,128.8100274000,35.0314497700,0.000000000000000,139.000000000000000
마라4992,"22.00",22.0000000000000000000000000000000,129.1425936000,35.2167389400,0.000000000000000,0.000000000000000
마라5191,"16.00",16.0000000000000000000000000000000,129.1643759000,35.2074255300,0.000000000000000,0.000000000000000
마마4803,N/A,0.0000000000000000000000000000000,129.1335998000,35.3160346000,0.000000000000000,0.000000000000000
마라4697,"63.00",63.0000000000000000000000000000000,129.1105345000,35.2622491900,0.000000000000000,18.000000000000000
마라4493,"22498.00",22498.0000000000000000000000000000000,129.0878521000,35.2264854000,0.000000000000000,1218.000000000000000
